9.987,11.888,13.221,9.647,14.244,14.258,12.143,11.059,13.701,12.232,11.491,9.896,13.414,15.106,8.631,9.362,14.924,14.508,13.871,13.011,18.628,10.894,10.807,0.372,12.562,1.175,2.129,1.818,2.033,2.051
12.736,8.629,5.100,8.441,10.742,16.315,12.166,12.526,14.473,13.655,13.361,7.351,8.329,9.853,8.421,6.940,9.498,11.584,12.297,11.667,9.257,5.415,11.887,1.813,12.580,1.980,1.077,1.178,2.320,0.876
10.594,11.875,15.114,15.377,14.797,17.656,15.124,12.164,15.528,13.970,13.344,11.327,11.368,15.514,10.151,13.054,15.678,16.907,17.002,17.009,15.535,9.333,13.513,1.577,15.158,1.803,2.733,1.315,0.842,1.070
10.960,4.864,11.321,8.643,10.716,13.135,9.519,10.633,12.006,12.428,12.279,8.967,10.058,12.786,9.830,10.112,12.829,14.426,15.521,10.423,13.680,10.265,12.333,0.447,12.733,2.905,0.492,1.151,2.392,1.960
9.455,11.076,13.597,12.709,15.441,14.492,13.753,11.689,15.348,13.635,15.045,9.169,9.527,12.938,11.641,13.726,12.784,14.481,15.479,17.227,14.000,11.042,13.437,0.802,13.656,2.211,1.783,2.057,1.714,2.351
10.090,15.538,14.160,10.692,11.503,16.916,13.305,11.895,13.571,12.176,13.807,11.467,12.028,14.359,11.886,14.533,13.357,16.873,14.754,15.222,14.647,10.312,12.865,0.255,13.599,3.098,2.006,1.760,2.344,0.843
9.796,8.407,4.786,7.682,9.387,10.262,11.046,12.209,9.430,13.211,11.667,8.384,10.181,9.653,8.557,10.912,14.162,15.758,14.031,14.137,12.359,6.776,12.516,1.875,14.193,0.800,1.130,2.100,1.214,3.050
4.990,7.005,10.468,10.213,10.882,10.877,12.167,10.925,8.406,13.409,12.798,8.882,10.813,11.324,8.802,11.431,11.663,14.325,15.427,13.618,11.161,7.133,12.710,2.161,12.461,5.094,2.455,1.942,0.925,1.881
9.472,11.590,13.578,9.843,12.973,15.829,14.385,9.555,13.419,12.577,12.783,9.527,10.101,12.772,10.748,11.951,13.789,13.880,14.097,13.335,14.040,10.084,11.098,0.801,13.282,0.924,4.903,2.056,3.900,4.103
5.183,7.179,6.569,7.695,10.854,6.532,10.113,10.597,6.407,13.386,12.860,6.803,9.886,10.088,7.662,7.896,10.438,15.250,13.788,13.620,7.368,6.064,14.115,1.983,12.451,1.190,1.527,0.332,2.211,1.744
4.770,6.987,9.964,9.253,11.332,12.069,7.958,10.427,7.186,13.079,12.978,7.159,10.072,11.100,7.482,8.628,10.014,11.191,14.378,13.686,9.013,6.292,13.242,0.476,9.422,1.206,1.984,1.911,3.693,2.049
5.134,7.959,13.816,10.615,12.803,13.321,12.955,11.118,14.730,12.609,13.198,9.601,9.570,12.579,9.867,9.108,12.468,14.563,14.036,11.121,12.086,5.967,11.031,0.772,12.805,2.095,4.652,1.413,2.719,1.864
5.711,5.077,8.524,6.702,9.562,10.988,10.332,11.679,8.976,13.910,14.350,7.200,5.918,8.528,5.528,8.435,10.840,11.856,13.557,7.269,9.023,5.235,13.281,1.773,12.046,1.039,2.631,2.053,0.843,1.876
13.055,11.311,10.288,8.336,10.542,12.475,8.180,8.342,12.621,11.049,10.876,7.757,7.315,10.882,10.596,11.059,10.605,12.297,15.018,11.265,12.683,9.047,11.521,0.953,11.567,1.838,1.314,1.977,2.308,1.010
12.249,8.607,16.489,9.151,14.713,16.589,15.992,11.055,16.844,14.784,14.742,11.290,8.736,13.885,9.302,11.685,13.158,14.182,15.012,13.111,12.763,11.659,13.347,0.326,13.793,0.780,1.696,2.022,2.781,0.697
8.286,7.796,10.182,12.446,11.584,13.476,8.479,8.191,10.147,13.721,15.657,7.415,7.097,10.524,9.278,8.401,12.058,12.213,14.393,10.571,14.532,7.656,13.127,1.146,11.848,1.712,2.850,0.917,1.032,0.945
5.150,6.162,10.095,10.138,10.530,10.609,12.285,11.304,8.440,13.113,12.342,8.481,10.374,11.428,9.034,11.673,11.701,14.206,14.936,13.293,11.463,7.292,12.497,2.028,11.658,5.393,2.008,2.117,1.349,1.907
5.261,5.350,6.790,11.666,11.131,15.148,12.178,10.887,8.485,14.163,12.933,9.873,7.041,10.641,9.000,10.807,11.115,14.467,11.521,14.667,11.228,7.089,13.257,0.550,11.491,2.710,3.203,1.737,1.906,1.784
7.572,8.592,11.098,9.963,12.031,16.184,11.445,11.817,7.011,14.032,13.061,8.436,8.236,10.090,7.562,9.857,9.095,13.087,14.075,9.049,10.122,5.544,13.407,0.540,11.687,2.290,2.305,2.217,1.939,0.545
9.635,10.846,16.021,11.817,12.496,14.204,14.156,12.852,13.075,14.185,12.660,10.441,9.384,14.575,12.344,13.246,13.088,15.107,13.057,18.518,15.410,11.092,11.803,0.018,13.799,1.250,2.023,0.961,1.145,2.874
10.128,9.773,9.816,11.026,11.493,12.821,9.187,12.363,12.126,13.374,13.434,10.160,8.163,7.898,9.240,11.836,13.159,15.329,14.058,11.179,12.818,6.012,12.573,-0.372,11.239,1.925,2.005,2.050,2.544,2.246
11.870,8.934,16.533,8.433,15.326,17.248,15.791,10.658,17.097,14.771,14.539,11.218,9.012,14.204,9.167,11.416,12.970,13.756,15.311,13.355,12.182,11.939,12.973,-0.041,13.700,1.155,2.252,2.000,3.024,1.046
13.500,11.484,11.135,10.009,14.617,15.923,11.647,12.506,10.666,13.816,13.245,10.429,10.310,15.111,13.085,16.943,13.647,16.840,15.353,17.618,14.480,11.461,13.828,-0.150,15.252,0.671,2.029,1.098,2.797,2.683
12.180,11.088,12.203,9.301,14.357,14.755,12.963,13.296,12.071,13.276,12.473,10.328,10.967,13.267,8.336,9.715,11.573,13.036,12.340,9.899,12.252,8.713,13.097,2.163,12.560,3.818,4.737,3.059,4.803,3.874
5.736,8.519,11.039,11.526,14.143,14.049,12.176,10.556,10.311,11.697,12.896,6.642,10.241,13.127,10.699,13.395,11.973,15.318,15.344,16.821,11.182,9.205,11.887,-0.103,11.908,0.785,1.734,2.190,2.121,1.627
19.111,12.408,14.462,8.822,14.798,14.182,15.453,12.025,12.130,12.099,12.648,10.520,12.204,14.587,14.313,14.217,14.605,15.664,15.664,14.719,17.318,8.217,10.909,0.583,15.523,2.118,1.893,2.625,1.558,1.959
8.715,5.011,8.094,7.383,12.375,11.560,12.606,11.805,12.067,13.612,12.039,9.546,8.731,8.564,10.333,9.673,10.536,13.158,11.585,14.412,14.212,6.753,10.387,2.157,12.078,1.692,2.224,1.040,1.920,1.342
7.033,10.047,10.854,8.363,12.794,10.876,10.998,12.532,13.132,13.441,12.893,7.715,7.546,10.095,8.715,9.856,12.787,13.264,12.316,14.139,9.277,7.054,12.518,1.108,11.388,1.990,0.375,0.797,1.056,1.343
6.112,11.191,11.703,7.613,10.637,11.378,11.095,8.736,10.651,14.682,14.524,9.652,10.856,11.461,13.584,11.436,13.045,16.186,14.919,10.780,11.235,9.580,14.870,-0.051,12.851,1.233,1.261,2.146,1.813,2.425
9.576,8.553,9.360,7.932,11.424,10.586,11.104,13.085,7.753,12.158,12.268,10.055,11.257,11.236,7.634,5.652,10.376,11.217,12.015,11.489,5.628,8.024,11.635,1.216,11.670,2.603,2.201,1.429,4.908,2.194
7.275,7.130,11.828,7.028,12.610,10.107,7.838,10.576,9.756,13.911,11.519,9.821,9.204,10.754,9.174,10.075,9.719,12.027,14.064,9.015,10.580,6.202,11.471,2.077,12.228,0.991,1.467,1.138,1.873,1.258
8.364,10.459,8.645,12.637,11.993,11.269,11.301,12.150,11.937,11.788,11.343,9.670,9.567,11.287,12.082,13.415,13.168,14.004,11.534,8.819,13.599,7.848,10.958,1.465,13.363,0.926,1.787,2.790,2.334,2.830
9.910,6.691,8.349,7.460,12.499,13.576,11.748,11.247,11.341,14.007,14.684,8.501,7.898,10.542,8.502,11.177,11.126,12.103,13.165,11.319,10.286,10.173,12.374,0.817,11.616,1.688,1.958,2.272,0.932,2.885
10.425,9.670,13.784,6.013,12.245,10.101,12.205,12.487,16.449,11.898,8.852,10.919,11.013,11.563,7.337,5.576,13.488,11.841,8.530,9.240,11.774,6.576,8.128,2.606,10.364,1.951,2.092,2.233,1.972,2.448
7.507,11.911,12.865,10.541,12.572,15.848,12.422,11.531,14.535,12.767,12.228,9.312,10.343,11.597,11.266,9.286,12.160,16.488,11.625,9.811,13.131,7.424,14.394,0.781,12.253,2.265,2.455,2.235,0.934,0.954
6.662,7.604,11.392,10.463,13.681,12.399,12.975,10.400,13.063,14.108,13.138,9.063,11.509,12.789,9.055,10.576,11.353,17.246,15.998,12.970,12.755,9.935,12.864,-0.371,13.911,1.917,2.395,2.134,2.630,3.081
6.434,6.883,9.324,11.188,12.246,10.415,10.680,10.900,9.588,14.341,12.671,5.534,7.011,8.791,8.596,8.687,10.828,14.150,14.176,14.375,8.999,5.541,14.671,1.161,12.119,3.991,1.434,2.489,1.246,1.196
8.643,6.962,12.183,8.056,12.609,12.070,7.867,6.387,7.729,13.591,13.074,8.667,8.501,13.105,9.348,10.927,10.179,14.626,13.089,12.256,12.456,7.076,12.441,1.939,11.124,2.184,2.244,0.633,2.002,1.850
6.649,7.198,12.465,9.353,12.825,11.356,13.174,9.860,8.312,13.115,13.122,9.795,10.737,13.799,9.903,12.919,14.337,14.774,14.535,17.274,14.161,8.355,13.721,0.177,14.039,1.611,2.367,0.782,0.579,3.382
